Product Unique ID,Product Category,Product Title,Product Description,Product Condition,Product Brand,Product Material,Variation Unique ID,Variation Size,Variation Color,Variation Quantity,Starting Bid,Buy Now Price,Retail Price,Target Price,Shipping Price,Ships From Country,Shipping Weight In Ounces,Days To Process Order,Days To Deliver,Expedited Shipping Price,Expedited Delivery Time,Buy One Get One Price,Accessory Price,Accessory Description,Primary Image URL,Extra Image URL 1,Extra Image URL 2,Extra Image URL 3,Extra Image URL 4,Status,bought,reminder,ratings
27299747,Jewelry | Other,Treasure Bag of Genuine Gemstones,"You are bidding on approx. 2-3 ounces of Polished Gemstones, similar to what is pictured, packed in a drawstring Treasure Bag.  There is no junk in this lot.  All are nicely polished Semi Precious and even some larger Gemstones.  This is a great lot for jewelry making, collecting or  hobbying.  Again, the winner will receive a Drawstring Treasure Bag with approx. 2-3 ounces of Polished Gemstones!  Stones are small to medium in size...a nice mix!",New,,Non-Metallic,27299747,,,,1,15.0,99.0,,3.0,,,,,,,,,,https://images.tophatter.com/4244efdd306f3d3b54ff93d79dd733c7/large.jpg,https://images.tophatter.com/6aa39ca9ef06ea779a1c6e43ebc513db/large.jpg,https://images.tophatter.com/691d3c481954dcb621c3d9c3743224ad/large.jpg,https://images.tophatter.com/d575fe34ef5ebc4ca68c1150bf2ae6cb/large.jpg,,Enabled,20+,32,4.5
52610448,Jewelry | Other,Treasure Bag of Tumbled & Polished Gemstones,"You are bidding on approx. 3+ ounces of Small-Medium sized (approx. 3/8"" to 3/4""+) Polished Gemstones, similar to what is pictured, packed in a drawstring Treasure Bag.  There is no junk in this lot.  All are nicely polished Semi Precious and even some rarer Gemstones.   This is a great lot for jewelry making, collecting or  hobbying.  Again, the winner will receive a Drawstring treasure Bag with approx. 3+ ounces of Polished Gemstones!  Stones are very nice small to medium/large in size...a nice mix!  Approx. 50-60+ stones per bag.",New,,Non-Metallic,52610448,,,,1,20.0,99.0,,3.0,,,,,,,,,,https://images.tophatter.com/d575fe34ef5ebc4ca68c1150bf2ae6cb/large.jpg,https://images.tophatter.com/f89d8e69b25ce39351737a4d9baf02c3/large.jpg,https://images.tophatter.com/4244efdd306f3d3b54ff93d79dd733c7/large.jpg,,,Enabled,10+,25,4.5
45347717,Jewelry | Other,New Design Wedding Rings Women 925 Sterling Silver Simulated Diamond Ring Jewelry,"100 brand new
Color: silver
 Material: metal \Crystal Zircon\Rhinestone
 Size:    6 : Diameter : 16.4mm Perimeter :52mm 
            7 :  Diameter : 17.3mm Perimeter :54.5mm
            8 :  Diameter : 18.2mm Perimeter :57mm            
            9 :  Diameter : 19.0mm Perimeter :59.5mm
            10 :  Diameter : 19.8mm Perimeter :62.5mm
Package include: 1 pc ring",New,,Silver Plated,45347717,,,,1,13.0,49.0,,0.0,,,,,,,,,,https://images.tophatter.com/5aeec863d274d33bf1b1ce7a17988b5a/large.jpg,https://images.tophatter.com/b6d57261473f646cf45ebfb1244225f5/large.jpg,https://images.tophatter.com/d22aca4b6570ba6bccade9db80a36531/large.jpg,,,Enabled,30+,131,0
53560778,Jewelry | Other,"Nipple Tongue Barbell - 10 Pack Glow-in-The-Dark 14 GA-5/8""(16 mm)","Sold as a 10 pack ? Glow in the dark acrylic balls ? Perfect for tongue and nipple piercings ? Shaft measures 14 GA with an overall length of 5/8""(16 mm) ? Made of 316L surgical steel - great quality",New,luxemodz,Stainless Steel,53560778,,,,1,3.0,23.0,,4.0,,,,,,,,,,https://images.tophatter.com/3a46563607f7af55242b91adcd04a7b2/large.jpg,,,,,Enabled,0,4,0
53728426,Jewelry | Other,"STUNNING! AAA+ clear sky blue emerald cut 5 ct solitaire, wt cz accents, gorgeous 925 setting","STUNNING! AAA+ clear sky blue emerald cut 5 ct solitaire, wt cz accents, gorgeous 925 setting, TY, Laura",New with Tags,,Sterling Silver,53728426,,,,1,35.0,,,3.0,,,,,,,,,,https://images.tophatter.com/8ca132fa9b81a87fbf332bfd389226ca/large.jpg,https://images.tophatter.com/06ed2647cdb0e8caa109f81276703b29/large.jpg,https://images.tophatter.com/bdbb9e84752a6b399a63363f144fc402/large.jpg,https://images.tophatter.com/977d4a92783b8b8cc7e8cd5656bdab14/large.jpg,,Enabled,0,6,0
51150922,Jewelry | Other,Women Fashion Bikini Beach Anklet Girl Trendy Jewelry Accessories,"Description:

100% Brand new and high quality.
Make you elegant and charming.
With fine workmanship, the anklet is very elegant and classic beauty, which makes you more confident and more beautiful.
A nice ornaments for some special occasion such as dinner party, banquet, festival.
Wonderful gift for you, family, lover, friends and coworkers.

Features:

Style: Beauty
Type: Anklet
Gender: Women
Material: Alloy, Rhinestone
Color: Black, Silver, Colorful, Gold, Gray
Length: 25CM
Width: 23+9CM
Package Included: 1x Anklet",New,,,51150922,,,,1,15.0,150.0,,2.0,,,,,,,7,,,https://images.tophatter.com/39f6de28c8d424780531ba355cf4651d/large.jpg,https://images.tophatter.com/88868b0a21a2325caccf817d21ba9170/large.jpg,https://images.tophatter.com/6bbc66d1c6e1f28c5f2894bc814008d3/large.jpg,https://images.tophatter.com/76ead3d63424ff6b21d16af2b682c96c/large.jpg,,Enabled,0,175,5.0
17957975,Jewelry | Other,Multi-pattern Love Heart Star Wedding Sandal Beach Anklet,"Condition: New and high quality.
Material: Alloy + Crystal
Color: Silver

Package Included:
1 x Ankle Chain (Only One Piece, Not One Pair)",New,,Silver Plated,17957975,,,,1,7.0,35.0,,0.0,,,,,,,9,,,https://images.tophatter.com/b299d7217270e9712b73b73faefe40b9/large.jpg,,,,,Enabled,100+,1904,3.5
25633574,Jewelry | Other,New 925 Sterling Silver Marquise shape Chinese Green Jade Pendant,"1) Metal: 925 Sterling Silver
2) Material: Chinese Green Jade (Heating)
3) Size: 31mm H, 10mm W 
4) Packing: 1 pcs of Pendant included the gift box.",New with Tags,,Sterling Silver,25633574,,,,1,69.0,139.0,,7.0,,,,,,,,,,https://images.tophatter.com/2f7597381fab98c2b4dc4dd80fded6ee/large.jpg,https://images.tophatter.com/26b944729b254e80364e01fcc3b1c715/large.jpg,https://images.tophatter.com/942decc87f86efd404b8f7f886925bc0/large.jpg,,,Enabled,100+,85,4.5
28959736,Jewelry | Other,New 925 Sterling Silver Long Chinese Green Jade Pendant,"1) Metal: 925 Sterling Silver
2) Material: Chinese Green Jade (Heating)
3) Size: 27mm H, 11mm W 
4) Packing: 1 pcs of Pendant included the gift box.",New with Tags,,Sterling Silver,28959736,,,,1,69.0,139.0,,7.0,,,,,,,,,,https://images.tophatter.com/ed44fc0149516bcaaf9368c589ec3d9f/large.jpg,https://images.tophatter.com/3d93664c10acd440191dd7adbd9ef7a4/large.jpg,https://images.tophatter.com/6a9e5d1428e1ed17a30f89ba8a69dfcd/large.jpg,,,Enabled,40+,53,4.5
32948032,Jewelry | Other,Women Personality Golden Metal Leaf Hair Cuff Comb Headband Hair Band,"Condition: 100% Brand New and High Quality
Item Type: headband
Metal Type: Alloy
Material: Metal, Turquoise
Chain Length: 28 cm
Single leaf size: High 4cm * Width 3cm
Gender: Women
Packaging Including: 1 piece",New with Tags,,Alloy Metal,32948032,,,,1,15.0,189.0,,0.0,,,,,,,,,,https://images.tophatter.com/6457b93a37af656d755fb8d7e889e740/large.jpg,https://images.tophatter.com/a6d5a67edd96480ba8b1310be64c560e/large.jpg,https://images.tophatter.com/e71718dce5df94b86090ceaeaa159b5a/large.jpg,https://images.tophatter.com/2aff05bd91d31623952227caea87a183/large.jpg,,Enabled,0,177,5.0
38095255,Jewelry | Other,Fashion Personality Rhinestone Letter Bitch Navel Ring Piercing Belly Barbell Belly Button Ring,"Material: None
Body Jewelry Type: Navel & Bell Button Rings
Shape\pattern: Animal
Model Number: V5444
Fine or Fashion: Fashion
Item Type: Body Jewelry
Style: Women
Health Function: Radiation
Package Weight: 0.060kg (0.13lb.)
Package Size: 15cm x 15cm x 15cm (5.91in x 5.91in x 5.91in)",New,,Alloy Metal,38095255,,,,1,15.0,499.0,,6.0,,,,,,,,,,https://images.tophatter.com/a90578ca2bdbe9730a5bebdb45e4e68b/large.jpg,https://images.tophatter.com/b2872c4677a24dc642d46571f7bf74ac/large.jpg,https://images.tophatter.com/a6f98c309be69929a2faa2126faf6b7e/large.jpg,https://images.tophatter.com/7c547c32a28097f4147dbf21b5a7a00c/large.jpg,,Enabled,0,227,0
42887276,Jewelry | Other,"No More Clasps To Mess With!  Add a MAGNETIC CLASP to any Necklace, Bracelet or Anklet.  You'll receive FOUR Clasps - 2 Silver and 2 Gold","Turn the hassle of getting that bracelet, anklet or necklace on to a breeze by adding a MAGNETIC CLASP!  

You'll receive 2 Gold and 2 Silver Clasps.

Double your order at check-out for only $10
Add gift packaging for $5

Silver Plated/Gold Plated

Shop with us on Facebook where every item is only $10
 - Check us out at Dazzle On a Dime




















magnet magnetic clasp necklace ankle bracelet anklet extender add on easy clasps genuine sterling silver plated 14k yellow gold plated waterotter",New,,Silver Plated,42887276,,,,1,16.0,69.0,,0.0,,,,,,,5,,,https://images.tophatter.com/2f90ce12b92062a99f7f37c71be24b2b/large.jpg,,,,,Enabled,0,27,5.0
48440049,Jewelry | Other,Lemurian Quartz Crystal Point,"Pictured is a 1 1/2"" Titanium coated Lemurian Crystal Point, pre drilled for necklace.  A rare Crystal Point that is vary desired.  Note:  Unlike man-made copies, natural Quartz will have slight imperfections.",New with Tags,,Non-Metallic,48440049,,,,1,10.0,40.0,,3.0,,,,,,,,,,https://images.tophatter.com/d21ae66a5faa129cef8715d40e589a8b/large.jpg,https://images.tophatter.com/a19a82c4827709f1ebca4ef8577216d8/large.jpg,,,,Enabled,0,16,0
50498345,Jewelry | Other,"Gorgeous!! LG 12cts PER earring! deep bezel set genuine rubelite gemstones set in genuine .925/1000 parts sterling silver, almost 3 inches long!! FABULOUS beauties!","Gorgeous!! LG deep bezel set genuine rubelite gemstones set in genuine .925/1000 parts sterling silver, almost 3 inches long!! FABULOUS beauties! TY, laura",New with Tags,,Sterling Silver,50498345,,,,1,40.0,199.0,,5.0,,,,,,,20,,,https://images.tophatter.com/738d36106007cb1b04bccc023629ccdf/large.jpg,https://images.tophatter.com/6d3e605e7068bfb404bf39993b121830/large.jpg,https://images.tophatter.com/90073be32782b5b1bd8ab955206f2086/large.jpg,,,Enabled,0,63,0
51150895,Jewelry | Other,Women Fashion Personality Stylish Turquoise Pins Brooch Girl Trendy Jewelry Accessories,"Description

100% Brand new and high quality.
Make you elegant and charming.
Made of high quality alloy metal
exquisite workmanship, noble and luxury.
Perfect details are quality guaranty, pursuit of perfection, appearance of quality.
A nice ornaments for some special occasion such as dinner party, banquet, festival.
Wonderful gift for you, lover, family, friend and Coworkers.
 
Features

Item Name: Brooch
Theme: Decoration
Type: Pins & Brooches
Quantity: 1 Piece
Material: Alloy,Pearl
Size: 4.2 x 6.5CM
Color: Turquoise
Gender: Women
Package Included: 1 x Brooch",New,,,51150895,,,,1,10.0,150.0,,2.0,,,,,,,7,,,https://images.tophatter.com/feb616edecdcf5dd49f85f60f4dc419b/large.jpg,https://images.tophatter.com/d4801cf52570189e2112b6cd62d1e187/large.jpg,https://images.tophatter.com/a40143f0ccc8977f50df69d2f9616256/large.jpg,https://images.tophatter.com/9434f612a8c97a6c64bb45e586f69c55/large.jpg,,Enabled,0,23,0
51927780,Jewelry | Other,Boho Turkish Beachy Barefoot Sandals Multilayer Silver Coin Floral Toe Bracelets Tassel Harness Women Anklet Foot Chain Jewelry,"Brand Name: idealway
Item Type: Anklets
Fine or Fashion: Fashion
Gender: Women
Style: Bohemia
Length: 22cm,add 7.5cm adjustable
Metals Type: Zinc Alloy
Shape\pattern: Plant
Material: alloy
Size: 22cm,add 7.5cm adjustable; Tassel size:14cm*10cm",New,,Silver Plated,51927780,,,,1,15.0,499.0,,0.0,,,,,,,,,,https://images.tophatter.com/47be98b99617a76e2d187840c38515c6/large.jpg,https://images.tophatter.com/962fcf31f27468655132d4b108f55da1/large.jpg,https://images.tophatter.com/aff50cd7926b2f51675f13707fb4777e/large.jpg,https://images.tophatter.com/ff55305e5ede7637103f01e747ceb48e/large.jpg,,Enabled,0,303,0
52338944,Jewelry | Other,Women Fashion Stylish Owl Brooch Girl Trendy Jewelry Lady Accessorise,"Description:
100% Brand new and high quality.
Make you elegant and charming.
Made of high quality alloy metal
exquisite workmanship, noble and luxury.
Perfect details are quality guaranty, pursuit of perfection, appearance of quality.
A nice ornaments for some special occasion such as dinner party, banquet, festival.
Wonderful gift for you, lover, family, friend and Coworkers.
 
Features:
Item Name: Brooch
Theme: Decoration
Type: Pins & Brooches
Quantity: 1 Piece
Material: Alloy,Rhinestone
Owl Size: 3.8 x 2.5CM
Gender: Men & Women
Package Included: 1 x Brooch",New,,White Gold Plated,52338944,,,,1,16.0,150.0,,2.0,,,,,,,7,,,https://images.tophatter.com/af08b87cfb78e8cfb56471fbb11459fc/large.jpg,https://images.tophatter.com/f86f75839eecb26ca8e311d536531a90/large.jpg,,,,Enabled,0,13,0
52471519,Jewelry | Other,50 pc 14g Wholesale Random Mix (no duplicates) lot of belly button rings,"Hi everyone you are bidding on a 50 pc wholesale lot of random belly button rings.  Please note they are random colors.

Brand new and high quality navel rings
Stunning belly bar
Eye-catching
Material:  stainless steel + acrylic
Bar length: about 10mm
Bar diameter: about 1.6mm
Ball diameter: about 5mm / 8mm
Package including:  50pcs x navel rings
Gauge:  14gauge
Color:  Random

Thank you for bidding with confidence. This particular item ships out of CA via USPS First Class Mail w/tracking within 3 business days of qualified payment. If paying with an echeck, please allow an additional 3 to 4 days for the check to clear. Once cleared the item will be packaged for shipping. Delivery time typically takes 3 to 6 business days depending on your location, with the exception of international orders, which may take up to 14 business days. If you have any questions or concerns please feel free to message me here on TH. Happy Bidding and thank you for your support.",New,,Stainless Steel,52471519,,,,1,28.0,100.0,,4.0,,,,,,,30,,,https://images.tophatter.com/001118d50b43114464c11cfd070aed32/large.jpg,https://images.tophatter.com/f0e4ec868d0ec1289184cc429e79faad/large.jpg,,,,Enabled,0,94,0
52801663,Jewelry | Other,Bridal Barefoot Sandal Pearl Gold Multilayer Women Toe Ring Anklet Bracelet Foot,"Description
 
100% Brand new and high quality.
Make you elegant and charming.
 
With fine workmanship, the anklet is very elegant and classic beauty, which makes you more confident and more beautiful.
 
Its special design will make you look cute and elegant.
Beautiful and attractive.
A nice ornaments for some special occasion such as dinner party, banquet, festival.
Wonderful gift for you, family, lover, friends and coworkers.
 
Features
 
Item Name: Anklet
Size: Approx. 22+5CM
Color: White
Material: Imitation pearl
Style: Beauty
Gender: Women
Package Included: 1 x Anklet",New,,Alloy Metal,52801663,,,,1,16.0,150.0,,2.0,,,,,,,7,,,https://images.tophatter.com/43ccf31bbb8b05f2036e22602175ffb4/large.jpg,https://images.tophatter.com/8f2ebd8f85e5c2c323a9f802643b9cd3/large.jpg,https://images.tophatter.com/5eb7f483a863c53b61dc4bbb3b5f388e/large.jpg,,,Enabled,0,71,0
